//Golden Streams|~~|nn nnps|~~|1/1 1|~~|0 0
Hey there baby, don’t you cry|~~|uh ex nn , nn prp nn|~~|1 1 1/0 , 1 1 1|~~|1 2 1 0 7 19 3
If I “ra, ra, ra” Am I the rabid one?|~~|in nnp nn , nn , nn vbp nnp dt jj cd ?|~~|1 1 1 , 1 , 1 1 1 0 1/0 1 ?|~~|12 57 0 0 0 0 0 2 57 89 0 6 0
Don’t you say you ain’t been warned|~~|nnp prp vbp prp nn vbn vbd|~~|1 1 1 1 1 1 1|~~|7 19 1 19 2 8 1
You’ll have to make the best of every mess in your life|~~|nnp vbp to vb dt jjs in dt nn in prp$ nn|~~||~~|1 5 51 1 89 1 26 2 1 38 26 3
|~~||~~||~~|
I see you in the night, walk on, walk on|~~|nnp vb prp in dt nn , vb in , vb in|~~|1 1 1 0 0 1 , 1 1 , 1 1|~~|57 3 19 38 89 6 0 12 29 0 12 29
Conceived in the night, walk on, walk on|~~|vbn in dt nn , vb in , vb in|~~|0/1 0 0 1 , 1 1 , 1 1|~~|1 38 89 6 0 12 29 0 12 29
Defeated in the night, walk on walk on|~~|vbn in dt nn , vb in vb in|~~|0/1/0 0 0 1 , 1 1 1 1|~~|1 38 89 6 0 12 29 12 29
I can see you in the night, walk on, walk on|~~|nnp md vb prp in dt nn , vb in , vb in|~~|1 1 1 1 0 0 1 , 1 1 , 1 1|~~|57 7 3 19 38 89 6 0 12 29 0 12 29
I can see you in the night, walk on, walk on|~~|nnp md vb prp in dt nn , vb in , vb in|~~|1 1 1 1 0 0 1 , 1 1 , 1 1|~~|57 7 3 19 38 89 6 0 12 29 0 12 29
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
//Kingdome Come|~~|nn vb|~~|1/1 1|~~|2 7
|~~||~~||~~|
Does he come today or do I wait and wait for him to come?|~~|vbz prp vb nn cc vbp nnp vb cc vb in prp to vb ?|~~|1 1 1 0/1 1 1 1 1 1 1 1 1 1 1 ?|~~|3 21 7 2 6 14 57 4 47 4 16 2 51 7 0
I might be lost but he is on the way.|~~|nnp md vb vbd cc prp vbz in dt nn .|~~|1 1 1 1 1 1 1 1 0 1 .|~~|57 4 46 3 5 21 15 29 89 5 0
Am I a slave to desire being caged by his arms and his own reflection? |~~|vbp nnp dt nn to nn vbg vbn in prp$ nns cc prp$ jj nn ?|~~|1 1 1 1 1 0/1/0 1/0 1 1 1 1 1 1 1 0/1/0 ?|~~|2 57 43 1 51 1 1 1 6 16 2 47 16 4 1 0
It might just be my only hope this spring.|~~|prp md rb vb prp$ rb nn dt vbg .|~~|1 1 1 1 1 1/0 1 1 1 .|~~|11 4 9 46 22 6 8 5 1 0
|~~||~~||~~|
(Realize that I’m young and I’m hoping for additional luck and there’s nothing that I would rather want to be than hopeless.)|~~|( vb in nnp jj cc nnp vbg in jj nn cc nns nn in nnp md rb vbp to vb in jj . )|~~|( 1/1 1 1 1 1 1 1/0 1 0/1/0/0 1 1 1/1 1/0 1 1 1 1/0 1 1 1 1 1/0 . )|~~|0 2 15 8 1 47 8 1 16 1 2 47 1 1 15 57 3 1 13 51 46 1 1 0 0
|~~||~~||~~|
May I be caned if I’m not able to abstain from the evil of Kingdome Come, the mark it leaves will be the noblest thing.|~~|md nnp vb vbn in nnp rb jj to vb in dt jj in nnp vb , dt nn prp vbz md vb dt nn nn .|~~|1 1 1 1 1 1 1 1/0 1 0/1 1 0 1/0 1 1/1 1 , 0 1 1 1 1 1 0 1/1/1 1 .|~~|3 57 46 1 12 8 14 1 51 1 13 89 1 26 2 7 0 89 1 11 1 10 46 89 1 2 0
Will I be lewd to the dude and crude to his prude and to his profession?|~~|md nnp vb jj to dt nn cc nn to prp$ nn cc to prp$ nn ?|~~|1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0/1/0 ?|~~|10 57 46 1 51 89 1 47 1 51 16 1 47 51 16 1 0
It might just be my only time to scream and to|~~|prp md rb vb prp$ rb nn to vb cc to|~~|1 1 1 1 1 1/0 1 1 1 1 1|~~|11 4 9 46 22 6 5 51 1 47 51
|~~||~~||~~|
	(Realize that I’m caught in a motion of habitual want|~~|( vb in nnp vbn in dt nn in jj vbp|~~|( 1/1 1 1 1 0 1 1/0 1 0/1/0/0 1|~~|0 2 15 8 1 38 43 1 26 1 13
Then emotion occurs with all luck in a moment)|~~|rb nn vbz in dt nn in dt nn )|~~|1 0/1/0 0/1 1 1 1 0 1 1/0 )|~~|6 1 1 13 15 2 38 43 1 0
|~~||~~||~~|
Does he come today or do I wait and wait for him to come?|~~|vbz prp vb nn cc vbp nnp vb cc vb in prp to vb ?|~~|1 1 1 0/1 1 1 1 1 1 1 1 1 1 1 ?|~~|3 21 7 2 6 14 57 4 47 4 16 2 51 7 0
I might be lost but he is on the way.|~~|nnp md vb vbd cc prp vbz in dt nn .|~~|1 1 1 1 1 1 1 1 0 1 .|~~|57 4 46 3 5 21 15 29 89 5 0
And when he comes, if he comes, will he have the key to the lock of Kingdom Come? I’ve likely always been lost at sea.|~~|cc wrb prp vbz , in prp vbz , md prp vbp dt jj to dt nn in nnp vb ? nnp rb rb vbn vbd in nn .|~~|1 1 1 1 , 1 1 1 , 1 1 1 0 1 1 0 1 1 1/0 1 ? 1 1/0 1/1 1 1 1 1 .|~~|47 9 21 2 0 12 21 2 0 10 21 5 89 1 51 89 1 26 1 7 0 2 1 1 8 3 8 2 0
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
//Origin:Orphan|~~|nn : jj|~~|1/1/1 : 1/0|~~|0 0 0
|~~||~~||~~|
Who in the world put me here to be all on my own?|~~|wp in dt nn vb prp rb to vb dt in prp$ jj ?|~~|1 0 0 1 1 1 1 1 1 1 1 1 1 ?|~~|7 38 89 7 7 14 3 51 46 15 29 22 4 0
Who in the world would be here if he wasn’t a whore?|~~|wp in dt nn md vb rb in prp nn dt nn ?|~~|1 0 0 1 1 1 1 1 1 1 1 1 ?|~~|7 38 89 7 3 46 3 12 21 2 43 7 0
A whore when he sleeps|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 1
A whore when he dreams|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 1
|~~||~~||~~|
Who would I be in the world if I wasn’t born|~~|wp md vb vb in dt nn in nnp nn vbn|~~|1 1 1 1 0 0 1 1 1 1 1|~~|7 3 57 46 38 89 7 12 57 2 2
A whore when he weeps|~~|dt nn wrb prp nns|~~|1 1 1 1 1|~~|43 7 9 21 1
A whore when he thinks|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 2
Who in the world will I blame for my tired woe|~~|wp in dt nn md nnp vb in prp$ vbn nn|~~|1 0 0 1 1 1 1 1 1 1/0 1|~~|7 38 89 7 10 57 2 16 22 2 1
As the sun secedes|~~|in dt nn nns|~~|1 0 1 1/1|~~|7 89 1 1
A day less to be|~~|dt nn jjr to vb|~~|1 1 1 1 1|~~|43 4 1 51 46
Who put the will and the fright in my bones to go on?|~~|wp vb dt md cc dt nn in prp$ nns to vb in ?|~~|1 1 0 1 1 0 1 0 1 1 1 1 1 ?|~~|7 7 89 10 47 89 1 38 22 2 51 3 29 0
The goal is achieved|~~|dt jj vbz vbn|~~|0 1 1 0/1|~~|89 1 15 1
My role convenes|~~|prp$ nn vbz|~~|1 1 0/1|~~|22 1 1
Eat and I eat and I eat and I eat to go on|~~|vb cc nnp vb cc nnp vb cc nnp vb to vb in|~~|1 1 1 1 1 1 1 1 1 1 1 1 1|~~|4 47 57 4 47 57 4 47 57 4 51 3 29
A whore when he feeds |~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 1
A whore when he thinks|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 2
|~~||~~||~~|
Who in the world put me here to be all on my own?|~~|wp in dt nn vb prp rb to vb dt in prp$ jj ?|~~|1 0 0 1 1 1 1 1 1 1 1 1 1 ?|~~|7 38 89 7 7 14 3 51 46 15 29 22 4 0
A whore when he speaks|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 0
A whore when he thinks|~~|dt nn wrb prp vbz|~~|1 1 1 1 1|~~|43 7 9 21 2
|~~||~~||~~|
Who in the world would I be if I wasn’t born?|~~|wp in dt nn md vb vb in nnp nn vbn ?|~~|1 0 0 1 1 1 1 1 1 1 1 ?|~~|7 38 89 7 3 57 46 12 57 2 2 0
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
//Underage|~~|nn|~~|1/1/1|~~|0
|~~||~~||~~|
Lets do it like we’re underage, that’s the way to be|~~|vbz vbp prp in nn jj , nns dt nn to vb|~~|1 1 1 1 1 1/0/0 , 1 0 1 1 1|~~|0 14 11 5 0 0 0 1 89 5 51 46
Prey on the illusion that will be the death of me|~~|nnp in dt nn in md vb dt nn in prp|~~|1 1 0 0/1/0 1 1 1 0 1 1 1|~~|0 29 89 0 15 10 46 89 0 26 14
The day I saw people that’s when I have seen that|~~|dt nn nnp vbd nns nns wrb nnp vbp vbn in|~~|0 1 1 1 1/0 1 1 1 1 1 1|~~|89 4 57 1 0 1 9 57 5 0 15
you grew out of everything that you could ever be|~~|prp vbd in in nn in prp md rb vb|~~|1 1 1 1 1/0/1 1 1 1 1/0 1|~~|19 0 5 26 0 15 19 1 0 46
|~~||~~||~~|
So let’s like we’re underage, maybe I will play|~~|rb nns in nn jj , rb nnp md vb|~~|1 1 1 1 1/0/0 , 1/0 1 1 1|~~|1 0 5 0 0 0 0 57 10 0
Take me to the place where there ain’t a lot to say|~~|vb prp to dt nn wrb ex nn dt nn to vbp|~~|1 1 1 0 1 1 1 1 1 1 1 1|~~|4 14 51 89 0 1 2 2 43 0 51 1
You’ll pretend I’m seven I’ll pretend you’re eight|~~|nnp vb nnp nn nnp vb nn nn|~~||~~|1 0 8 0 6 0 1 0
We’ll never take the time to stop and contemplate|~~|nnp rb vb dt nn to vb cc vb|~~|1 1/0 1 0 1 1 1 1 1/0/1|~~|4 0 4 89 5 51 0 47 0
|~~||~~||~~|
Do it like we’re underage, that’s when I’ll be saved|~~|vbp prp in nn jj , nns wrb nnp vb vbn|~~|1 1 1 1 1/0/0 , 1 1 1 1 1|~~|14 11 5 0 0 0 1 9 6 46 0
We’ll be the only ones to make this glorious mistake|~~|nnp vb dt rb nns to vb dt jj nn|~~|1 1 0 1/0 1 1 1 1 1/0/0 0/1|~~|4 46 89 6 1 51 1 5 0 0
And when we’re dead and cart away that’s when I will say that|~~|cc wrb nn jj cc nn rb nns wrb nnp md vbp in|~~|1 1 1 1 1 1 0/1 1 1 1 1 1 1|~~|47 9 0 0 47 0 2 1 9 57 10 1 15
you have the most beautiful young thing I’ve ever seen|~~|prp vbp dt jj jj jj nn nnp rb vbn|~~|1 1 0 1 1/0/0 1 1 1 1/0 1|~~|19 5 89 1 0 1 2 2 0 0
|~~||~~||~~|
Do it like the underage|~~|vbp prp in dt jj|~~|1 1 1 0 1/0/0|~~|14 11 5 89 0
Do it like the underage|~~|vbp prp in dt jj|~~|1 1 1 0 1/0/0|~~|14 11 5 89 0
//The Little Bit|~~|nn jj nnp|~~||~~|89 6 7
|~~||~~||~~|
I used to make through with the image of you|~~|nnp vbn to vb in in dt nn in prp|~~|1 1 1 1 1 1 0 1/0 1 1|~~|57 1 51 1 1 13 89 0 26 19
A little bit of heaven and a little bit of hell|~~|dt jj nn in nn cc dt jj nn in nn|~~|1 1/0 1 1 1/0 1 1 1/0 1 1 1|~~|43 6 7 26 0 47 43 6 7 26 2
We could start a family, being what we used to be|~~|prp md vb dt rb , vbg wp prp vbn to vb|~~|1 1 1 1 1/0/0 , 1/0 1 1 1 1 1|~~|23 1 1 43 1 0 1 9 23 1 51 46
A little bit of tenderness a little bit of tough|~~|dt jj nn in nn dt jj nn in jj|~~|1 1/0 1 1 1/0/0 1 1/0 1 1 1|~~|43 6 7 26 0 43 6 7 26 0
|~~||~~||~~|
Am I to blame for the advent of pain, dear? |~~|vbp nnp to vb in dt nn in nn , jj ?|~~|1 1 1 1 1 0 1/1 1 1 , 1 ?|~~|2 57 51 2 16 89 0 26 0 0 0 0
A little bit of amity a little bit of lust|~~|dt jj nn in nn dt jj nn in nn|~~|1 1/0 1 1 1/0/0 1 1/0 1 1 1|~~|43 6 7 26 1 43 6 7 26 1
I’ll suck the venom from your skin but you won’t let me in|~~|nnp vb dt nn in prp$ nn cc prp nn vb prp in|~~|1 1 0 1/0 1 1 1 1 1 1 1 1 0|~~|6 1 89 1 13 26 1 5 19 3 1 14 38
A little bit of spittle and a little bit of blood|~~|dt jj nn in nn cc dt jj nn in nn|~~|1 1/0 1 1 1/0 1 1 1/0 1 1 1|~~|43 6 7 26 1 47 43 6 7 26 2
	|~~||~~||~~|0
The little bit from each we mix it may be taking on|~~|dt jj nn in dt prp nn prp md vb vbg in|~~|0 1/0 1 1 1 1 1 1 1 1 1/0 1|~~|89 6 7 13 2 23 1 11 3 46 1 29
	But the little bit that doesn’t is the bit I need the most|~~|cc dt jj nn in nn vbz dt nn nnp vbn dt jj|~~|1 0 1/0 1 1 1 1 0 1 1 1 0 1|~~|5 89 6 7 15 1 15 89 7 57 4 89 1
|~~||~~||~~|
Why am I the only one to do anything about it?|~~|wrb vbp nnp dt rb cd to vbp nn in prp ?|~~|1 1 1 0 1/0 1 1 1 1/0/1 0/1 1 ?|~~|3 2 57 89 6 6 51 14 1 2 11 0
A little bit of tumbling a little bit of a thud|~~|dt jj nn in vbg dt jj nn in dt nn|~~|1 1/0 1 1 1/0/0 1 1/0 1 1 1 1|~~|43 6 7 26 0 43 6 7 26 43 0
I’m feeling for a pulse, but the skin has gone all cold|~~|nnp vbg in dt nn , cc dt nn vbz vbn dt jj|~~|1 1/0 1 1 1 , 1 0 1 1 1 1 1|~~|8 0 16 43 0 0 5 89 1 0 0 15 0
A little bit of tragedy a little bit of trumpet|~~|dt jj nn in nn dt jj nn in nn|~~|1 1/0 1 1 1/0/0 1 1/0 1 1 1/0|~~|43 6 7 26 0 43 6 7 26 0
|~~||~~||~~|
I ain’t a doctor or a medic but I’ll make an operatic of it|~~|nnp nn dt nn cc dt nn cc nnp vb dt jj in prp|~~|1 1 1 1/0 1 1 1/1 1 1 1 1 1/0/1/0 1 1|~~|57 2 43 0 6 43 0 5 6 1 6 0 26 11
A little bit of trebling a little bit of trill|~~|dt jj nn in nn dt jj nn in nn|~~|1 1/0 1 1 1/1/1 1 1/0 1 1 1|~~|43 6 7 26 0 43 6 7 26 0
You’re getting older and I’m getting older yet|~~|nnp vbg jjr cc nnp vbg jjr rb|~~|1 1/0 1/0 1 1 1/0 1/0 1|~~|1 0 0 47 8 0 0 0
Use me, pull me anywhere you please|~~|nnp prp , vb prp rb prp vb|~~|1 1 , 1 1 1/0/1 1 1|~~|0 14 0 0 14 0 19 0
 |~~||~~||~~|0
It’s the flicker of a grin that brings me back to you again|~~|nnps dt nn in dt nn in vbz prp rb to prp rb|~~|1 0 1/0 1 1 1 1 1 1 1 1 1 0/1|~~|2 89 0 26 43 0 15 0 14 3 51 19 0
A little bit of levity a little bit of trouble|~~|dt jj nn in nn dt jj nn in nn|~~|1 1/0 1 1 1/0/0 1 1/0 1 1 1/0|~~|43 6 7 26 0 43 6 7 26 1
If I look away will it slowly slip into nothing|~~|in nnp vb rb md prp rb vb in nn|~~|1 1 1 0/1 1 1 1/0 1 0/1 1/0|~~|12 57 0 2 10 11 0 0 4 1
A little bit of air a little bit of mud|~~|dt jj nn in nn dt jj nn in nn|~~|1 1/0 1 1 1 1 1/0 1 1 1|~~|43 6 7 26 0 43 6 7 26 0
|~~||~~||~~|
The little bit, you giving it, it may not be enough but|~~|dt jj nn , prp vbg prp , prp md rb vb rb cc|~~|0 1/0 1 , 1 1/0 1 , 1 1 1 1 0/1 1|~~|89 6 7 0 19 0 11 0 11 3 14 46 1 5
The little bit you holding it, it keeps me hanging on|~~|dt jj nn prp vbg prp , prp vbz prp vbg in|~~|0 1/0 1 1 1/0 1 , 1 1 1 1/0 1|~~|89 6 7 19 0 11 0 11 0 14 0 29
|~~||~~||~~|
I fill my belly everyday just to keep my beat going|~~|nnp vb prp$ rb jj rb to vb prp$ vb vbg|~~|1 1 1 1/0 1/0/1 1 1 1 1 1 1/0|~~|57 0 22 0 0 9 51 0 22 0 2
A little bit of “in” and a little bit of “out”|~~|dt jj nn in nn cc dt jj nn in nn|~~|1 1/0 1 1 1 1 1 1/0 1 1 1|~~|43 6 7 26 38 47 43 6 7 26 5
If I ain’t the enemy then who am I anyway|~~|in nnp nn dt nn rb wp vbp nnp rb|~~|1 1 1 0 1/0/0 1 1 1 1 1/0/1|~~|12 57 2 89 0 6 7 2 57 0
A little bit of heaven and a little bit of hell|~~|dt jj nn in nn cc dt jj nn in nn|~~|1 1/0 1 1 1/0 1 1 1/0 1 1 1|~~|43 6 7 26 0 47 43 6 7 26 2
|~~||~~||~~|
The little bit I have to give, I give it all up	|~~|dt jj nn nnp vbp to vb , nnp vb prp dt in|~~|0 1/0 1 1 1 1 1 , 1 1 1 1 1|~~|89 6 7 57 5 51 1 0 57 1 11 15 3
	The little bit you keeping, that’s what I’ve been thinking of|~~|dt jj nn prp vbg , nns wp nnp vbn vbg in|~~|0 1/0 1 1 1/0 , 1 1 1 1 1/0 1|~~|89 6 7 19 0 0 1 9 2 8 0 26
Silence can be a Headline|~~|nnp md vb dt nnp|~~|1/0 1 1 1 1/1|~~|0 7 46 43 0
The world, full of chatter |~~|dt nn , jj in nn|~~|0 1 , 1 1 1/0|~~|89 7 0 0 26 0
Turns against its will|~~|vbz in prp$ md|~~|1 0/1 1 1|~~|1 0 2 10
As dusk turns into twilight|~~|in nn vbz in nn|~~|1 1 1 0/1 1/1|~~|7 0 1 4 0
Its wish begins to wax|~~|prp$ vbp vbz to nn|~~|1 1 0/1 1 1|~~|2 0 0 51 0
The axis slowly screeches|~~|dt nns rb nns|~~|0 1/0 1/0 1/0|~~|89 0 0 0
And halts, as the great whine|~~|cc nns , in dt jj nn|~~|1 1 , 1 0 1 1|~~|47 0 0 7 89 0 0
Fades into a whisper and |~~|nnps in dt nn cc|~~|1 0/1 1 1/0 1|~~|0 4 43 0 47
Wipes the smirk off his face|~~|vbz dt nn in prp$ nn|~~|1 0 1 1 1 1|~~|0 89 0 0 16 1
Silence and the moonlight|~~|nnp cc dt nn|~~|1/0 1 0 1/1|~~|0 47 89 0
Will idle here forever|~~|md jj rb rb|~~|1 1/0 1 0/1/0|~~|10 0 3 0
Silence|~~|nnp|~~|1/0|~~|0
He winced, what was to follow|~~|prp vbd , wp vbd to vb|~~|1 1 , 1 1 1 1/0|~~|21 0 0 9 4 51 2
Was in his own lament|~~|vbd in prp$ jj nn|~~|1 0 1 1 0/1|~~|4 38 16 4 0
He gave next to nothing|~~|prp vbd jj to nn|~~|1 1 1 1 1/0|~~|21 0 0 51 1
Got little in return|~~|vbd jj in nn|~~|1 1/0 0 0/1|~~|1 6 38 0
Silence can be forgiven|~~|nnp md vb vbn|~~|1/0 1 1 0/1/0|~~|0 7 46 0
My eyelids can close forever|~~|prp$ nns md vb rb|~~|1 1/1 1 1 0/1/0|~~|22 0 7 2 0
Silence, all is forgiven|~~|nnp , dt nns vbn|~~|1/0 , 1 1 0/1/0|~~|0 0 15 15 0
Then a peep turned into moaning|~~|rb dt nn vbd in vbg|~~|1 1 1 1 0/1 1/0|~~|6 43 0 0 4 0
And grew still into rave|~~|cc vbd rb in vbp|~~|1 1 1 0/1 1|~~|47 0 0 4 0
And roving we came to nothing|~~|cc vbg prp vbd to nn|~~|1 1/0 1 1 1 1/0|~~|47 0 23 0 51 1
But found a word to please|~~|cc vbd dt nn to vb|~~|1 1 1 1 1 1|~~|5 0 43 3 51 0
Silence in all countries, we’ll idle all together|~~|nnp in dt nns , nn jj dt jj|~~|1/0 0 1 1/0 , 1 1/0 1 0/1/0|~~|0 38 15 0 0 4 0 15 0
Silence can be a headline for you and me|~~|nnp md vb dt nn in prp cc prp|~~|1/0 1 1 1 1/1 1 1 1 1|~~|0 7 46 43 0 16 19 47 14
Silence all is forgiven|~~|nnp dt nns vbn|~~|1/0 1 1 0/1/0|~~|0 15 15 0
We’ll idle here forever|~~|nnp jj rb rb|~~|1 1/0 1 0/1/0|~~|4 0 3 0
For you and me|~~|in prp cc prp|~~|1 1 1 1|~~|16 19 47 14
For you and me|~~|in prp cc prp|~~|1 1 1 1|~~|16 19 47 14
For you and me|~~|in prp cc prp|~~|1 1 1 1|~~|16 19 47 14
For you and me|~~|in prp cc prp|~~|1 1 1 1|~~|16 19 47 14
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
|~~||~~||~~|
//Skin & Leather|~~|nn & nnp|~~|1 & 1/0|~~|1 0 0
|~~||~~||~~|
Men: tous les même|~~|nnps : nns nns nn|~~||~~|0 0 0 0 0
Men: tous les même|~~|nnps : nns nns nn|~~||~~|0 0 0 0 0
You pick me up and carry me home|~~|prp vb prp in cc vb prp nn|~~|1 1 1 1 1 1/0 1 1|~~|19 0 14 3 47 0 14 3
 I’m pushed to the floor and I regain your trust|~~|nnp vbd to dt nn cc nnp vb prp$ nn|~~|1 1 1 0 1 1 1 0/1 1 1|~~|8 0 51 89 0 47 57 0 26 0
Lay on your wall I bleed on your rug|~~|vbd in prp$ nn nnp vb in prp$ nn|~~|1 1 1 1 1 1 1 1 1|~~|0 29 26 0 57 0 29 26 0
The word is “skin” and “bone,” they are the same|~~|dt nn vbz nn cc nn , ” prp vbp dt jj|~~|0 1 1 1 1 1 , ” 1 1 0 1|~~|89 3 15 1 47 0 0 0 4 3 89 1
My wish to break the hold of the leather flood disappears as I moan:|~~|prp$ vbp to vb dt nn in dt nn nn vbz in nnp vb :|~~|1 1 1 1 0 1 1 0 1/0 1 1/0/1 1 1 1 :|~~|22 0 51 0 89 4 26 89 0 0 0 7 57 0 0
“you are the same|~~|nn vbp dt jj|~~|1 1 0 1|~~|19 3 89 1
you are the same|~~|prp vbp dt jj|~~|1 1 0 1|~~|19 3 89 1
you are the same|~~|prp vbp dt jj|~~|1 1 0 1|~~|19 3 89 1
you are the same”|~~|prp vbp dt nn|~~|1 1 0 1/1|~~|19 3 89 1
|~~||~~||~~|
You tighten up your hold to the beat of a drum|~~|prp vb in prp$ vb to dt nn in dt nn|~~|1 1/0 1 1 1 1 0 1 1 1 1|~~|19 0 3 26 4 51 89 0 26 43 0
Drum made from skin and bone played with a tickle of feather|~~|vb vbn in nn cc nn vbd in dt nn in nn|~~|1 1 1 1 1 1 1 1 1 1/1 1 1/0|~~|0 1 13 1 47 0 0 13 43 0 26 0
The word is “skin” and “bone” and I regain your trust|~~|dt nn vbz nn cc nn cc nnp vb prp$ nn|~~|0 1 1 1 1 1/1 1 1 0/1 1 1|~~|89 3 15 1 47 0 47 57 0 26 0
Repeat words “skin” and “bone” they are the same|~~|vb nns nn cc nn prp vbp dt jj|~~|0/1 1 1 1 1/1 1 1 0 1|~~|0 1 1 47 0 4 3 89 1
I’ll be your skin and bone and your leather clone|~~|nnp vb prp$ nn cc nn cc prp$ nn nn|~~|1 1 1 1 1 1 1 1 1/0 1|~~|6 46 26 1 47 0 47 26 0 0
Pain disappears as I moan for your skin and leather |~~|nnp vbz in nnp vb in prp$ nn cc nn|~~|1 1/0/1 1 1 1 1 1 1 1 1/0|~~|0 0 7 57 0 16 26 1 47 0
Skin and leather|~~|nnp cc nn|~~|1 1 1/0|~~|1 47 0
You’re my warmth and pleasure|~~|nnp prp$ nn cc nn|~~|1 1 1 1 1/0|~~|1 22 2 47 0
I’ll be your skin and leather|~~|nnp vb prp$ nn cc nn|~~|1 1 1 1 1 1/0|~~|6 46 26 1 47 0
|~~||~~||~~|
A lick of the floor is the end of it all|~~|dt nn in dt nn vbz dt nn in prp dt|~~|1 1 1 0 1 1 0 1 1 1 1|~~|43 0 26 89 0 15 89 1 26 11 15
I dampen my robe as you darken the door|~~|nnp vb prp$ nn in prp vbp dt nn|~~|1 1/0 1 1 1 1 1/0 0 1|~~|57 0 22 0 7 19 0 89 0
A clap of the bone is a plea for more|~~|dt nn in dt nn vbz dt nn in jjr|~~|1 1 1 0 1 1 1 1 1 1|~~|43 0 26 89 0 15 43 0 16 1
Condition a must, the word is ‘nough|~~|nnp dt md , dt nn vbz nn|~~|0/1/0 1 1 , 0 1 1 1|~~|0 43 0 0 89 3 15 0
I’m going to rub the rope when the rug is washed|~~|nnp vbg to nn dt nn wrb dt nn vbz vbn|~~|1 1/0 1 1 0 1 1 0 1 1 1|~~|8 2 51 0 89 0 9 89 0 15 0
And lay on your wall, with a hint of tether|~~|cc vbd in prp$ nn , in dt nn in nn|~~|1 1 1 1 1 , 1 1 1 1 1/1|~~|47 0 29 26 0 0 13 43 0 26 0
I’ll be your skin and leather, |~~|nnp vb prp$ nn cc nn ,|~~|1 1 1 1 1 1/0 ,|~~|6 46 26 1 47 0 0
Skin and leather|~~|nnp cc nn|~~|1 1 1/0|~~|1 47 0
I’ll be your skin and leather|~~|nnp vb prp$ nn cc nn|~~|1 1 1 1 1 1/0|~~|6 46 26 1 47 0
I’ll be your skin and bone on the telephone |~~|nnp vb prp$ nn cc nn in dt nn|~~|1 1 1 1 1 1 1 0 1/0/1|~~|6 46 26 1 47 0 29 89 1
Pain disappears as I moan |~~|nnp vbz in nnp vb|~~|1 1/0/1 1 1 1|~~|0 0 7 57 0
“you are the same”|~~|nn vbp dt nn|~~|1 1 0 1/1|~~|19 3 89 1
|~~||~~||~~|
|~~||~~||~~|
//Bread for Brat|~~|nn in nnp|~~|1 1 1|~~|1 16 0
|~~||~~||~~|
Bread for brat|~~|nnp in nn|~~|1 1 1|~~|1 16 0
And tit for tat|~~|cc nn in vb|~~|1 1 1 1|~~|47 0 16 0
Paddy-whack|~~|nnp|~~|1/1/1|~~|0
On the brink of black|~~|in dt nn in jj|~~|1 0 1 1 1|~~|29 89 0 26 0
Face the fact|~~|nnp dt nn|~~|1 0 1|~~|1 89 0
He wasn’t worth a scrap|~~|prp nn jj dt nn|~~|1 1 1 1 1|~~|21 2 0 43 0
|~~||~~||~~|
As you want |~~|in prp vbp|~~|1 1 1|~~|7 19 13
Take the rattle away|~~|vb dt nn rb|~~|1 0 1/0 0/1|~~|4 89 0 2
Holding onto nothing|~~|vbg in nn|~~|1/0 1/0 1/0|~~|0 0 1
He keeps shaking away|~~|prp vbz vbg rb|~~|1 1 1/0 0/1|~~|21 0 0 2
|~~||~~||~~|
Bread for brat|~~|nnp in nn|~~|1 1 1|~~|1 16 0
He wasn’t bred for that|~~|prp nn vbn in in|~~|1 1 1 1 1|~~|21 2 0 16 15
I’ll get the bread for brat|~~|nnp vb dt nn in nn|~~|1 1 0 1 1 1|~~|6 0 89 1 16 0
And half the half|~~|cc nn dt nn|~~|1 1 0 1|~~|47 0 89 0
Before he knows he’s had|~~|in prp vbz nns vbd|~~|0/1 1 1 1 1|~~|0 21 0 2 0
Quit the chit chat|~~|vb dt nn nn|~~|1 0 1 1|~~|0 89 0 0
And swallow it back|~~|cc vb prp rb|~~|1 1/0 1 1|~~|47 2 11 3
To be done with that|~~|to vb vbn in in|~~|1 1 1 1 1|~~|51 46 0 13 15
|~~||~~||~~|
As you want|~~|in prp vbp|~~|1 1 1|~~|7 19 13
We’ll dig our ditch|~~|nnp vb prp$ nn|~~|1 1 1/0 1|~~|4 0 8 0
Fall into illusion|~~|nnp in nn|~~|1 0/1 0/1/0|~~|0 4 0
To the sound of our sniffs|~~|to dt nn in prp$ vbz|~~|1 0 1 1 1/0 1|~~|51 89 0 26 8 0
He’ll be lost |~~|nnp vb vbd|~~|1 1 1|~~|2 46 3
